cano_smiles,SIDER1,SIDER2,SIDER3,SIDER4,SIDER5,SIDER6,SIDER7,SIDER8,SIDER9,SIDER10,SIDER11,SIDER12,SIDER13,SIDER14,SIDER15,SIDER16,SIDER17,SIDER18,SIDER19,SIDER20,SIDER21,SIDER22,SIDER23,SIDER24,SIDER25,SIDER26,SIDER27,group
Ic1cc(Cl)c2c(nccc2)c1O.FC12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)COC(=O)C(C)(C)C)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
[Ge](O[Ge](=O)CCC(O)=O)(=O)CCC(O)=O,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,train
[Br-].O(Cc1ccccc1)CC[N+]12CCC(CC1)(CC2)C(O)(c1ccccc1)c1ccccc1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,train
O=C1N=C(NC=2NCC(NC1=2)C(O)C(O)C)N,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,train
O1[C@H](COCCO)[C@@H](OCCO)[C@H](OCCO)[C@@H](OCCO)[C@H]1OCCO.O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,train
s1c[n+](Cc2cnc(nc2N)C)c(C)c1CCO,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,train
SC(C(S)C(O)=O)C(O)=O,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,train
Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)c(CNCP(O)(O)=O)c5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@@H](O)[C@@](NCCNCCCCCCCCCC)(C3)C)cc1)C(O)=O)c(O)cc2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
ClC=1C2=CC(=O)[C@H]3C(C3)[C@@]2([C@@H]2[C@H]([C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@]3(CC2)C)C=1)C.Oc1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,train
N(C(Cc1ccccc1)C)C,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,train
Clc1ccc(cc1)C1CCC(CC1)C=1C(=O)C(=O)c2c(cccc2)C=1O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,train
FC(F)(F)COc1ccccc1OCCN[C@H](Cc1cc(c2N(CCc2c1)CCCO)C(=O)N)C,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,train
Clc1c(CC)c(C(OC2C(O)C(OC)C(OC2C)OC\C\2=C\C=C\CC(O)/C(=C/C(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)/C(=C/C(=C/CC(OC/2=O)C(O)C)/C)/C)/C)=O)c(O)c(Cl)c1O,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,train
[Na+].O(C)c1cc2c(cc(cc2)C(C(=O)[O-])C)cc1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,train
Cl.O(C)c1cc(ccc1OC)CCO[C@@H]1CCCC[C@H]1N1C[C@H](O)CC1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,train
Clc1cc(Cl)ccc1[C@H]1SC(SC1)=C(n1ccnc1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,train
F[C@@]12[C@H]([C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,train
[Fe+2].N#[C-].N#[C-].N#[C-].N#[C-].N#[C-].N#[C-],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
OC1C2C(C3CC[C@](OC(=O)CCCC)(C(=O)CO)C3(C1)C)CCC1=CC(=O)CCC12C,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,train
S1C(SC1=C(C(=O)N)C(O)=O)C(=O)N[C@@]1(OC)C2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,train
[Au].[Au].[SH2+]C1OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C.[PH+](CC)(CC)CC.[PH+](CC)(CC)CC,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,train
O1c2c3c4c(c(O)c2C)C(=O)C(NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)C=CO[C@]1(C)C3=O)C)=C1NC2(N=C14)CCN(CC2)CC(C)C,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,train
OC(=O)[C@H]1N(Cc2c(C1)cccc2)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)C,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
OC1(CCC2C3C(=C4C(=CC(=O)CC4)CC3)C(CC12C)c1ccc(N(C)C)cc1)C(=O)C,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
Brc1cc2cc([C@@H]([C@@](O)(CCN(C)C)c3c4c(ccc3)cccc4)c3ccccc3)c(OC)nc2cc1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,train
OC(=O)[C@H]1NC[C@@H](C1)C1CCCCC1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,train
O=C1Cc2c(N(c3c1cccc3)C(=O)N)cccc2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1nc(N)c2ncn(c2n1)C1OC(CO)C(O)C1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(CC3=O)C)CCC2=C1)C,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,train
s1cnc(C)c1C=CC=1CS[C@H]2N(C=1C(OCOC(=O)C(C)(C)C)=O)C(=O)[C@H]2NC(=O)C(=NOC)c1nc(sc1)N,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,train
[Gd+3].O(CCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O1[C@@]2([C@H](OC1C1CCCCC1)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)COC(=O)C(C)C,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,train
FC(F)C(N)(CCCN)C(O)=O,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,train
O1C(C)C(O)C([NH3+])CC1OC1CC(O)(Cc2c1c(O)c1c(C(=O)c3c(C1=O)c(OC)ccc3)c2O)C(=O)CO,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,train
Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)C(=O)N[C@H](Cc1cc2c(cc1)cccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,train
O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,train
S(O)(=O)(=O)C.O1c2cc(OC[C@@H]3CNCC[C@H]3c3ccccc3)ccc2OC1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,train
Fc1ccc(cc1)-c1c2c(nc(C3CC3)c1C=C[C@@H](O)C[C@@H](O)CC(O)=O)cccc2,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,train
ClCCN(CCCl)C(Oc1cc2CCC3C4CCC(O)C4(CCC3c2cc1)C)=O,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,train
ClC1C2C(C3(C(C1)=CC(=O)C=C3)C)C(O)CC1(C2CC(C)C1(O)C(=O)CO)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,train
O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
[Gd+3].O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[H+].[H+],0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,train
[K+].Fc1ccc(cc1)CNC(=O)C=1N=C(N(C)C(=O)C=1[O-])C(NC(=O)c1oc(nn1)C)(C)C,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
s1c([n+](nc1S(=O)(=O)N)C)NC(=O)C,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,train
O1C(CO)C(O)C(O)C1N1C=NC(=NC1=O)N,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,train
O[C@@H]1CC2=CC[C@H]3[C@@H]4CC=C([C@]4(CC[C@@H]3[C@]2(CC1)C)C)c1cccnc1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,train
Clc1ccc(NC(=O)Nc2ccc(Oc3cc(ncc3)C(=O)NC)cc2F)cc1C(F)(F)F,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,train
O([C@]([C@@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)C(=O)CC,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,train
O(C)c1cc2c(cc1OC)C[C@@H]2CN(CCCN1CCc2cc(OC)c(OC)cc2CC1=O)C,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,train
S=C1NC(=CC(=O)N1)CCC,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,train
OCC1CC(n2c3nc(nc(NC4CC4)c3nc2)N)C=C1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O1C(C)C(O)C(N)C(O)C1OC1CC2OC(O)(CC(O)C2C(O)=O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(OC(C)C(C)C(O)C(C=CC=CC=CC=CC=CC=CC=C1)C)=O,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Oc1ccc(NC(=O)C)cc1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,train
s1c(nnc1S(=O)(=O)N)NC(=O)C,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,train
OCCCCCCCCCCCCCCCCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
O=C1C[C@@H](O)[C@H](C=CCC(O)(CCCC)C)[C@H]1CCCCCCC(OC)=O,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,train
S1SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CN)C1)Cc1ccc(O)cc1)Cc1ccccc1)CCC(=O)N)CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,train
[Ca+2].O1[C@H]([C@@H](O)CO)C(=O)C([O-])=C1[O-],0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
O1C(C)C(NC(=O)C=2C3=Nc4c(OC3=C(C)C(=O)C=2N)c(ccc4C(=O)NC2C(OC(=O)C(N(C)C(=O)CN(C)C(=O)C3N(CCC3)C(=O)C(NC2=O)C(C)C)C(C)C)C)C)C(=O)NC(C(C)C)C(=O)N2C(CCC2)C(=O)N(CC(=O)N(C)C(C(C)C)C1=O)C,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,train
O1C2C(OC3OC(CC(=O)C13O)C)C(O)C(NC)C(O)C2NC,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,train
ClCC1OC1.OC(O)=O.NCC=C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,train
S(O[C@H]1[C@H](O)[C@@H](OC)[C@H](O[C@H]1O[C@@H]1[C@@H]([O-])[C@H](NOS(O)(=O)=O)[C@@H](O[C@H]1COS(O)(=O)=O)OC)C(=O)[O-])(O)(=O)=O,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,train
O1NC(=NC1=O)c1ccccc1-c1ccc(cc1)Cn1c2c(nc1OCC)cccc2C(O)=O,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,train
S(CCC)c1cc2[nH]c(nc2cc1)NC(OC)=O,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,train
Oc1ccc(cc1CO)C(O)CNC(C)(C)C,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,train
ClC1C2C(C3(C(C1)=CC(=O)C=C3)C)C(O)CC1(C2CC(C)C1(OC(=O)CC)C(=O)COC(=O)CC)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,train
P(O)(O)(=O)C(P(O)(O)=O)(O)CCCN,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,train
O1CCCC1C(=O)NCCCN(C)c1nc(N)c2cc(OC)c(OC)cc2n1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O=C1N(CCc2n(c3c(c12)cccc3)C)Cc1nc[nH]c1C,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,train
O=C1N(N=NN1CC)CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,train
Clc1cc2c(-n3c(nnc3C)CN=C2c2ccccc2)cc1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,train
NC12CC3CC(C1)CC(C2)C3,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,train
FC12C(C3CC4OC5(OC4(C(=O)COC(=O)C)C3(CC1O)C)CCCC5)CCC1=CC(=O)C=CC12C,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,train
Oc1c2c(ccc1)[C@@](O)([C@H]1C(C(=O)[C@@]3(O)[C@H](C1)[C@@H]([NH+](C)C)C(=O)C(=C([O-])N)C3=O)=C2[O-])C,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,train
OC1(CCCCC1)C(CN(C)C)c1ccc(O)cc1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,train
O1C(CN)C(O)C(O)C(O)C1OC1C(O)C(OC2OC(CO)C(O)C(N)C2O)C(NC(=O)C(O)CCN)CC1N,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,train
O=C1NC(=O)CCC1(CC)c1ccc(N)cc1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,train
OC(=O)CNC(=O)c1ccc(N)cc1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,train
O=C1N(C)C(=O)N(c2nc[nH]c12)C,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,train
Ic1cc(cc(I)c1OCC[NH+](CC)CC)C(=O)c1c2c(oc1CCCC)cccc2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
S(=O)(=O)(CC)c1cc(C(=O)NCC2N(CCC2)CC)c(OC)cc1N,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,train
N(CCC=C1c2c(CCc3c1cccc3)cccc2)(C)C,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,train
O1c2c(cc(cc2)C(C)C)C(=O)c2cc(C(O)=O)c(nc12)N,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,train
O=C1NC([O-])=NC(=O)C1(CCC(C)C)CC,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,train
O1C(CN(CC1C)CC(Cc1ccc(cc1)C(CC)(C)C)C)C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(N)c1ccc(O)cc1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,train
S(=O)(=O)(N(CC(C)C)CC(O)C(NC(OC1CCOC1)=O)Cc1ccccc1)c1ccc(N)cc1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,train
n1cn(nc1)Cc1cc(cc(c1)C(C#N)(C)C)C(C#N)(C)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,train
Clc1cc(N)cc(Cl)c1NC=1NCCN=1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,train
OC(=O)CCCO,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O(C(=O)C)c1ccccc1C(O)=O,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
O(CC(O)CNC(C)C)c1ccc(cc1)CC(=O)N,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,train
Fc1ccc(cc1)-c1n(CCC(O)CC(O)CC(O)=O)c(C(C)C)c(C(=O)Nc2ccccc2)c1-c1ccccc1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
S(c1n(cnc1[N+](=O)[O-])C)c1ncnc2nc[nH]c12,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,train
OC(=O)CCCCCCCC(O)=O,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,train
Clc1ccc(cc1)CC1=NN(C2CCCN(CC2)C)C(=O)c2c1cccc2,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,train
O1C(CC)C(O)(C)C(O)C(N(CC(CC(O)(C)C(OC2OC(CC(N(C)C)C2O)C)C(C)C(OC2OC(C)C(O)C(OC)(C2)C)C(C)C1=O)C)C)C,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,train
FC(F)(CCCC)[C@@]1(O[C@H]2[C@H](CC1)[C@@H](CCCCCCC(O)=O)C(=O)C2)O,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,train
Cl.O(C(=O)CCC(=O)CN)C,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,train
s1cc(nc1N)C(=NOC(C(O)=O)(C)C)C(=O)NC1C(N(S(O)(=O)=O)C1=O)C,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,train
[Fe+3].[Fe+3].O1[C@](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)(CO)[C@@H](O)[C@H](O)[C@H]1CO.[O-2].[O-2].[O-2],0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,train
Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)CC1N=CN=C1)Cc1c2c([nH]c1)cccc2)CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC.OC(=O)C,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)C(=O)N[C@H](Cc1ncn(c1)Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,train
Clc1ccc(cc1)C(CC(O)=O)CN,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
ClC12C(C3CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C3(CC1O)C)CCC1=CC(=O)C=CC12C,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,train
ClC12C(C3CC(C)C(O)(C(=O)CO)C3(CC1O)C)CCC1=CC(=O)C=CC12C,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,train
O=C1N(c2c(CCC1NC(CCc1ccccc1)C(OCC)=O)cccc2)CC(O)=O,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,train
S(=O)(=O)(N)c1cc2S(=O)(=O)NC(Nc2cc1C(F)(F)F)Cc1ccccc1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,train
O(C(=O)c1ccc(N)cc1)CC,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,train
O(C(c1ccccc1)c1ccccc1)C1CC2N(C(C1)CC2)C,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,train
O(C(=O)c1ccccc1)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
O(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,train
S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)Cc1ccccc1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,train
Clc1ccc(cc1)C(OC1CCN(CC1)CCCC(O)=O)c1ncccc1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,train
O(CC(C)C)CC(N1CCCC1)CN(Cc1ccccc1)c1ccccc1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,train
[I-].S(P(OCC)(OCC)=O)CC[N+](C)(C)C,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
s1cc(nc1N)CC(=O)Nc1ccc(cc1)CCNC[C@H](O)c1ccccc1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,train
O=C1N(CCC1)C(CC)C(=O)N,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,train
