cano_smiles,FDA_APPROVED,CT_TOX,group
O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1N1C=NC(=NC1=O)N,1,0,train
O1[C@H](CO)[C@@H](O)C[C@@H]1N1C=NC(=NC1=O)N,1,0,train
S=C1N=C(Nc2nc[nH]c12)N,0,1,train
S=C1N=CNc2nc[nH]c12,0,1,train
Clc1nc(N)c2ncn(c2n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0,1,train
Fc1nc(N)c2ncn(c2n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0,1,train
O1[C@H](CO)[C@@H](O)C[C@@H]1n1c2NC=[NH+]C[C@@H](O)c2nc1,1,0,train
O=C1N=C(Nc2n(cnc12)CCC(CO)CO)N,1,0,train
O=C1N=C(Nc2n(cnc12)COCCO)N,1,0,train
OC[C@H]1C[C@@H](n2c3nc(nc(NC4CC4)c3nc2)N)C=C1,1,0,train
Clc1nc(N)c2ncn(c2n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,1,0,train
P(OC[C@H]1O[C@@H](n2c3nc(F)nc(N)c3nc2)[C@@H](O)[C@@H]1O)(=O)([O-])[O-],1,0,train
O=C1NC(=Nc2n(cnc12)COC(CO)CO)N,1,0,train
Clc1ccc(cc1)[C@@](OCC[C@@H]1[NH+](CCC1)C)(C)c1ccccc1,1,0,train
O1[C@](NC(=O)[C@@H]2C[C@H]3[C@H]([NH+](C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@@H](CCC3)[C@]12O,1,0,train
O1[C@](NC(=O)[C@@H]2C=C3[C@H]([NH+](C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@@H](CCC3)[C@]12O,1,0,train
O=C1N=C(NC=2NC[C@@H](NC1=2)[C@@H](O)[C@@H](O)C)N,1,0,train
Oc1cc(ccc1O)[C@@H](O)[C@@H]([NH3+])C,1,0,train
Oc1ccc(cc1)CC[NH2+][C@H]([C@H](O)c1ccc(O)cc1)C,1,0,train
Oc1cc(ccc1)[C@@H](O)[C@@H]([NH3+])C,1,0,train
O\N=C(\[C@H]([NH2+]CC(C[NH2+][C@@H](\C(=N\O)\C)C)(C)C)C)/C,1,0,train
O=C([O-])[C@H]1N(CCC1)C(=O)[C@@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C,1,0,train
Fc1cc(F)ccc1N1C=C(C(=O)[O-])C(=O)c2cc(F)c(nc12)N1C[C@@H]2[C@H](C1)C2NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C,1,0,train
Ic1c(C(=O)NC(CO)CO)c(I)c(NC(=O)[C@@H](O)C)c(I)c1C(=O)NC(CO)CO,1,0,train
O(C)c1cc2c(cc(cc2)[C@@H](C(OCCCCO[N+](=O)[O-])=O)C)cc1,0,1,train
O1C23C(C45OCC[NH+](CC4(C[C@H]2O)C(=CC5)[C@@H](OC(=O)c2ccccc2)C)C)=CC[C@@H]2C[C@]1(O)CC[C@@]23C,1,0,train
O(C)c1cc2c(cc(cc2)[C@@H](C(=O)[O-])C)cc1,1,0,train
[NH3+][C@H](Cc1ccccc1)C,1,0,train
O=C(N[C@H](Cc1ccccc1)C)[C@@H]([NH3+])CCCC[NH3+],1,0,train
O=C1NC(=O)CN(C1)C[C@@H]([NH+]1CC(=O)NC(=O)C1)C,1,0,train
S([C@H]1C[C@H]([NH2+]C1)C(=O)Nc1cc(ccc1)C(=O)[O-])C=1[C@@H]([C@H]2N(C=1C(=O)[O-])C(=O)[C@@H]2[C@H](O)C)C,1,0,train
O1C(C(CC(C(O)CC(=O)c2ccc(N)cc2)C)C)C(C=CC=CC=CC=CC=CC=CC=CC(OC2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)CC2OC(O)(CC(O)C2C(=O)[O-])CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC1=O)C,1,0,train
O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,1,0,train
O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,1,0,train
O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,1,0,train
O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](CC(O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)C(O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](OC(=O)C)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,1,0,train
O1[C@H](C)[C@@H](O)[C@H]([NH3+])[C@H](O)C1O[C@H]1\C=C\C=C\C=C\C=C\C[C@H](OC(=O)\C=C\[C@H]2O[C@@H]2C[C@H](O)C[C@]2(O[C@@H](C1)[C@H](C(=O)[O-])[C@@H](O)C2)O)C,1,0,train
O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C,1,0,train
O1[C@H](C)[C@H](C)[C@H](OC(=O)C)[C@@H](C)C(=O)[C@@]2(OC2)C[C@H](C)[C@H](O[C@@H]2O[C@@H](C[C@H]([NH+](C)C)[C@H]2OC(=O)C)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@@H](C)C1=O,1,0,train
O1[C@@H]2[C@H](CC(=O)C[C@@H]3O[C@H]4[C@@H](O[C@H]5[C@H]6O[C@]7(O[C@@H]4[C@@H]5O[C@@H]6C7)CC[C@@H]4O[C@@H](CC[C@@H]5O[C@H](C2)C(=C)[C@@H](C5)C)C(C4)=C)CC3)[C@@H](OC)[C@H]1C[C@H](O)CN,0,1,train
S(C(=O)[C@]1(OC(=O)c2occc2)[C@@]2([C@H]([C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)C[C@H]1C)C)CF,1,0,train
Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)COC(=O)C(C)(C)C)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C,1,0,train
F[C@@H]1C2=CC(=O)C=C[C@@]2([C@@H]2[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)COC(=O)C)[C@]3(C[C@@H]2O)C)C1)C,1,0,train
Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](OC(=O)c4occc4)(C(=O)CCl)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,1,0,train
F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,1,1,train
F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,1,0,train
Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC,1,0,train
S(CC(O[C@@H]1C[C@](C=C)(C)[C@@H](O)[C@@H]([C@]23[C@H]([C@@]1(C)[C@@H](CC2)C)C(=O)CC3)C)=O)C1C[C@@H]2[NH+]([C@H](C1)CC2)C,1,0,train
O1[C@@H]2O[C@@]3(OO[C@]24[C@@H](CC[C@H]([C@@H]4CC3)C)[C@@H](C)[C@H]1OC)C,1,0,train
O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@@H](C[C@H]1C[C@@H](OC)[C@H](O)CC1)C,1,0,train
O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C/C=C/C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@@H](C[C@H]1C[C@@H](OC)[C@H](OCCO)CC1)C,1,0,train
O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)CC2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@@H](C[C@H]1C[C@@H](OC)[C@H](OC(=O)C(CO)(CO)C)CC1)C,1,0,train
S(=O)(=O)(N[C@@H](CCC[NH+]=C(N)N)C(=O)N1CC[C@H](C[C@@H]1C(=O)[O-])C)c1c2NC[C@@H](Cc2ccc1)C,1,0,train
Fc1c(N2C[C@H]([NH2+][C@H](C2)C)C)c(F)c2N(C=C(C(=O)[O-])C(=O)c2c1N)C1CC1,1,0,train
S1C[C@@]2(O[C@H]1C)C1CC[NH+](C2)CC1,1,0,train
O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O,1,0,train
O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O,0,1,train
O1[C@@H]2[C@]34[C@@]5([C@H]([NH+](CC3)CC3CC3)Cc3c4c1c(O)cc3)C[C@H]([C@](O)(C(C)(C)C)C)[C@]2(OC)CC5,1,0,train
Oc1cc(ccc1O)C[C@]([NH3+])(C(=O)[O-])C,1,0,train
Oc1ccc(cc1)C[C@]([NH3+])(C(=O)[O-])C,1,0,train
O=C1[C@]2(O)[C@H]([C@H]([NH+](C)C)C([O-])=C1C(=O)N)[C@@H](O)[C@H]1C(=C2[O-])C(=O)c2c(cccc2[O-])[C@]1(O)C,1,0,train
O=C1[C@]2(O)[C@@H](C[C@H]3C(=C2[O-])C(=O)c2c(cccc2[O-])[C@]3(O)C)[C@H]([NH+](C)C)C([O-])=C1C(=O)N,1,0,train
F[C@@]12[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]1O)C)(C)C)CCC1=CC(=O)C=C[C@@]12C,1,0,train
F[C@@]12[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)COC(=O)CC(C)(C)C)[C@]3(C[C@@H]1O)C)(C)C)CCC1=CC(=O)C=C[C@@]12C,1,0,train
F[C@@]12[C@H]([C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,1,0,train
F[C@@H]1C2=CC(=O)C=C[C@@]2([C@@H]2[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]2O)C)(C)C)C1)C,1,0,train
O1[C@@]2([C@H](OC1(C)C)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)CO,1,0,train
F[C@@H]1C2=CC(=O)C=C[C@@]2([C@@H]2[C@H]([C@@H]3CC[C@](O)(C(=O)CO)[C@]3(C[C@@H]2O)C)C1)C,1,0,train
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,1,1,train
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)COC(=O)CC(C)(C)C)C,1,0,train
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)C(=O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,1,1,train
S(=O)(CCCC(F)(F)C(F)(F)F)CCCCCCCCC[C@H]1[C@H]2[C@@H]3CC[C@H](O)[C@]3(CC[C@@H]2c2c(cc(O)cc2)C1)C,1,0,train
Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C,1,0,train
ClCCN(CCCl)C(Oc1cc2CC[C@H]3[C@@H]4CC[C@H](OP(=O)([O-])[O-])[C@]4(CC[C@@H]3c2cc1)C)=O,1,0,train
Oc1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C,1,0,train
O(C)c1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C,1,0,train
Oc1cc2CC[C@H]3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C,1,0,train
S(Oc1cc2CC[C@H]3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C)(=O)(=O)[O-],1,0,train
O=C1N[C@@H]2CC[C@H]3[C@@H]4CC[C@H](C(=O)NC(C)(C)C)[C@]4(CC[C@@H]3[C@]2(C=C1)C)C,1,0,train
FC(F)(F)c1ccc(cc1NC(=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1([C@H](NC(=O)C=C1)CC3)C)C(F)(F)F,0,1,train
FC(F)(F)c1ccc(cc1NC(=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1([C@H](NC(=O)C=C1)CC3)C)C(F)(F)F,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1)C,1,0,train
O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@H](OC(=O)CCc5ccccc5)[C@]4(CC3)C)CCC2=C1,1,0,train
O=C1CC=2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3C=2CC1)C,1,0,train
o1ncc2C[C@@]3([C@@H]4[C@H]([C@@H]5CC[C@@](O)(C#C)[C@]5(CC4)C)CCC3=Cc12)C,1,0,train
O=C/1C[C@@H]2CC[C@H]3[C@@H]4CC[C@@](O)(C)[C@]4(CC[C@@H]3[C@]2(C\C\1=C\[O-])C)C,1,0,train
O[C@]1(CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1([C@H](Cc2[nH]ncc2C1)CC3)C)C,1,0,train
O1C[C@]2([C@H](CC1=O)CC[C@H]1[C@@H]3CC[C@@](O)(C)[C@]3(CC[C@@H]12)C)C,1,0,train
O1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CCC1=O)C,1,0,train
O=C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C(=CC(=O)C=C1)C(C3)=C)C,1,0,train
O1[C@]2([C@@H]3[C@H]([C@H]4[C@H]5[C@H](CC[C@]24C)[C@]2(CCC(=O)C=C2[C@H]2[C@@H]5C2)C)C3)CCC1=O,1,0,train
F[C@@H]1C2=CC(=O)CC[C@@]2([C@@H]2[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]2O)C)(C)C)C1)C,1,0,train
ClCC(=O)[C@@]12OC(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C)(C)C,1,0,train
F[C@@]12[C@H]([C@@H]3CC[C@@](O)(C)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)CC[C@@]12C,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C,1,1,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)CCC5CCCC5)[C@]4(C[C@@H]3O)C)CCC2=C1)C,1,0,train
P(OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)[C@@H](O)C[C@]12C)(=O)([O-])[O-],1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@@](O)(C)[C@]4(CC3)C)CCC2=C1)C,1,0,train
O=C1CCC=2C(=C1)CC[C@H]1[C@@H]3CC[C@@](O)(CC#N)[C@]3(CCC1=2)C,1,0,train
Oc1cc2c(C[C@@H]3CCCCC[C@@]2(C)[C@H]3[NH3+])cc1,1,0,train
O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](\C=C\[C@@H](C(C)C)C)C)[C@]3(CCC\2)C)\C1=C,1,0,train
O[C@@H]1C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](\C=C\[C@@H](C(C)C)C)C)[C@]3(CCC\2)C)\C(CC1)=C,1,0,train
S1SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([NH3+])Cc2cc3c(cc2)cccc3)C1)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2)CCCC[NH3+])C(C)C)C(=O)N[C@@H]([C@H](O)C)C(=O)N,1,0,train
S(CC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)CCC(=O)N)CC(=O)[O-])Cc1ccc(OS(=O)(=O)[O-])cc1)[C@H](O)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,1,0,train
S(CC\[NH+]=C\N)C=1C[C@H]2N(C=1C(=O)[O-])C(=O)[C@@H]2[C@H](O)C,1,0,train
O[C@H]([C@H]([NH3+])C)c1ccccc1,1,0,train
O1[C@@H](C[C@H]2CO[C@@H](C\C(=C\C(OCCCCCCCCC(=O)[O-])=O)\C)[C@H](O)[C@@H]2O)[C@@H]1[C@H]([C@@H](O)C)C,1,0,train
Clc1ccc(cc1)C[C@@H](NC(=O)[C@H](NC(=O)C)Cc1cc2c(cc1)cccc2)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@H](C(=O)N([C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(=O)N)C)C)CO,1,0,train
Clc1ccc(cc1)C[C@@H](NC(=O)[C@H](NC(=O)C)Cc1cc2c(cc1)cccc2)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(NC(=O)[C@H]2NC(=O)NC(=O)C2)cc1)C(=O)N[C@H](Cc1ccc(NC(=O)N)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(=O)N)C)CO,1,0,train
Clc1ccc(cc1)C[C@@H](NC(=O)[C@H](NC(=O)C)Cc1cc2c(cc1)cccc2)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(=O)N)C)CO,1,0,train
Clc1c([C@H](Oc2cc(cnc2N)-c2cn(nc2)C2CC[NH2+]CC2)C)c(Cl)ccc1F,1,0,train
Fc1ccc(cc1)[C@@H]1[NH+](CCO[C@@H]1O[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)CC=1NC(=O)NN=1,1,0,train
FC(F)(F)c1cc(ccc1)CCC[NH2+][C@H](C)c1c2c(ccc1)cccc2,1,0,train
FC(F)(F)COc1ccccc1OCC[NH2+][C@@H](Cc1cc(c2N(CCc2c1)CCCO)C(=O)N)C,1,0,train
Oc1cc(ccc1O)C[C@H]([C@H](Cc1cc(O)c(O)cc1)C)C,1,0,train
O(C)c1ccc(cc1)C[C@H]([NH2+]C[C@H](O)c1cc(NC=O)c(O)cc1)C,1,0,train
[NH+]([C@@H](Cc1ccccc1)C)(CC#C)C,1,0,train
O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H](O)[C@H]1[C@@H]3CC[C@H]([C@@H](CCC(=O)[O-])C)[C@]3(CC[C@@H]12)C)C,1,0,train
O[C@@H]1CC[C@]2([C@@H](C1)C[C@H](O)[C@H]1[C@@H]3CC[C@H]([C@@H](CCC(=O)[O-])C)[C@]3(CC[C@@H]12)C)C,1,0,train
O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(O)(C)C)C)[C@]3(CCC\2)C)\C1=C,0,1,train
O[C@@H]1C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(O)(C)C)C)[C@]3(CCC\2)C)\C(CC1)=C,1,0,train
O[C@@H]1C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CCC\2)C)\C(CC1)=C,1,0,train
P(OCOC(OC(C)C)=O)(OCOC(OC(C)C)=O)(=O)CO[C@@H](Cn1c2ncnc(N)c2nc1)C,1,0,train
O1[C@@H](C)[C@H](C)[C@H](O)[C@H](\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(=O)[O-])C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC1=O)C,1,0,train
O1[C@@H](CO)[C@H](O)[C@@H](O)[C@H]([NH2+]C)[C@@H]1O[C@@H]1[C@@](O)(C=O)[C@@H](O[C@H]1O[C@@H]1[C@@H](NC(=[NH2+])N)[C@H](O)[C@@H](NC(=[NH2+])N)[C@H](O)[C@H]1O)C,1,0,train
s1cc(nc1N)/C(=N/OC(C(=O)[O-])(C)C)/C(=O)N[C@H]1[C@@H](N(S(=O)(=O)[O-])C1=O)C,1,0,train
Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H]([NH2+]C)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)cc5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@@H](O)[C@@]([NH3+])(C3)C)cc1)C(=O)[O-])c(O)cc2,1,0,train
Cl.O1[C@@H](C)[C@@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)C)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O,0,1,train
Cl.O1[C@@H](C)[C@@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)CO)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O,0,1,train
O1[C@@H](C)[C@@H](O)[C@@H]([NH3+])C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)C)c([O-])c1c(C(=O)c3c(cccc3OC)C1=O)c2[O-],1,0,train
O1[C@@H](C)[C@@H](O)[C@@H]([NH3+])C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)CO)c([O-])c1c(C(=O)c3c(cccc3OC)C1=O)c2[O-],1,0,train
P(=O)([O-])([O-])[C@H]1O[C@H]1C,1,0,train
Oc1cc2c(C[C@H]3[NH+](CC[C@]2(C)[C@H]3C)CC=C(C)C)cc1,1,0,train
O=C1[C@]2(O)[C@H]([C@H]([NH+](C)C)C([O-])=C1C(=O)N)[C@@H](O)[C@H]1C(=C2[O-])C(=O)c2c(cccc2[O-])[C@@H]1C,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@]4(CC3)C)C[C@@H](C2=C1)C)C,1,0,train
F[C@@]12[C@H]([C@@H]3C[C@H](C)[C@](OC(=O)C)(C(=O)COC(=O)C)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C,1,0,train
F[C@@]12[C@H]([C@@H]3CC[C@](O)(C(=O)C)[C@]3(C[C@@H]1O)C)C[C@@H](C1=CC(=O)C=C[C@@]12C)C,1,0,train
F[C@@]12[C@H]([C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@]3(C[C@@H]1O)C)C[C@@H](C1=CC(=O)C=C[C@@]12C)C,1,0,train
O=C1C=C2[C@@]([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)C[C@@H]2C)(C=C1)C,1,0,train
O=C1C=C2[C@@]([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@]4(C[C@@H]3O)C)C[C@@H]2C)(C=C1)C,1,0,train
F[C@@]12[C@H]([C@@H]3C[C@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,1,0,train
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)C(=O)C[C@]1([C@H]3C[C@H](C)[C@]1(O)C(=O)CO)C,1,0,train
Oc1cc(ccc1)[C@@]1(CC[NH+](C[C@@H]1C)C[C@H](Cc1ccccc1)C(=O)NCC(=O)[O-])C,1,0,train
C=1CC[C@H](C)[C@]2(C[C@@H](CC2)C(C)=C)C=1C,1,0,train
Oc1cc(ccc1)[C@@]1(CCN(C[C@@H]1C)C[C@@H](NC(=O)[C@@H]1NCc2cc(O)ccc2C1)C(C)C)C,0,1,train
Fc1cc2c3N(C=C(C(=O)[O-])C2=O)[C@H](COc3c1N1CC[NH+](CC1)C)C,1,0,train
O=C([O-])C[C@@H](O)C[N+](C)(C)C,1,0,train
O=C([O-])C[N+](C)(C)C,1,0,train
[N+](CCCCCC[NH2+]CC=C)(C)(C)C,1,0,train
[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,1,0,train
O(C(=O)CCC(OCC[N+](C)(C)C)=O)CC[N+](C)(C)C,1,0,train
O(CC[N+](C)(C)C)C(=O)N,1,0,train
