,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,cano_smiles
1956,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,1.0,TOX28539,O=C(O[C@@H]1[C@H](O)[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](CO)O[C@H]2OC(C(NC(=O)c2c(C)c(N)nc(C(NCC(N)C(=O)N)CC(=O)N)n2)C(=O)NC(C(O)C(C(=O)NC(C(=O)NCCc2scc(-c3scc(C(=O)NCCCN[C@@H](C)c4ccccc4)n3)n2)C(O)C)C)C)c2nc[nH]c2)O[C@H](CO)[C@H]1O)N,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1
1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28538,O=S1(=O)c2c(N(CC(CN(C)C)C)c3c1cccc3)cccc2,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21
1958,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,TOX25165,Clc1ccc(C2(O)CCN(CCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)cc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25164,O=C(O)C(C)c1ccc(CC2C(=O)CCC2)cc1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25167,Clc1c(S(=O)(=O)N)cc2C(=O)N(c3c(C)cccc3)C(C)Nc2c1,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25166,O=C(Nc1c(C)cccc1C)CN(CC)CC,CCN(CC)CC(=O)Nc1c(C)cccc1C
1962,0.0,0.0,0.0,,,0.0,,1.0,0.0,1.0,1.0,0.0,TOX25161,C1(C2Oc3c(OC2)cccc3)=NCCN1,c1ccc2c(c1)OCC(C1=NCCN1)O2
1963,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25160,O=C1NN=C(c2ccc(-n3cncc3)cc2)CC1,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25163,O=C1N(c2ccccc2)c2c(C1(Cc1ccncc1)Cc1ccncc1)cccc2,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25162,C(C)n1c(CC2Oc3c(OC2)cccc3)ncc1,CCn1ccnc1CC1COc2ccccc2O1
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25169,Clc1c(N)cc(OC)c(C(=O)NCCN(CC)CC)c1,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
1967,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,TOX25168,OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(NCc4c(C)cccc4)c3nc2)O1,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1968,0.0,,,,,0.0,,1.0,0.0,0.0,1.0,1.0,TOX99,O=[N+]([O-])c1c2c(C(=O)[O-])cc3OCOc3c2c2c(c(OC)ccc2)c1,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3
1969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX92,O(C)c1c(N)cccc1,COc1ccccc1N
1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX97,ClCCO[SH0](=O)OC(COc1ccc(C(C)(C)C)cc1)C,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl
1972,0.0,,,,,0.0,,1.0,0.0,1.0,0.0,1.0,TOX96,O=C(O)C1O[Sb]2OC(=O)C(C(C(=O)O)O[Sb]3OC(=O)C1O3)O2,O=C(O)C1O[Sb]2OC(=O)C(O2)C(C(=O)O)O[Sb]2OC(=O)C1O2
1973,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX95,O=C1c2c(C(=O)c3c1cccc3)cccc2,O=C1c2ccccc2C(=O)c2ccccc21
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX94,O=C(O)c1c(N)cccc1,Nc1ccccc1C(=O)O
1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28799,O=C1C([C@@H](CCC)C)(CC=C)C(=O)NC(=O)N1,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28798,FC(F)(F)c1cc(C[C@H](NCC)C)ccc1,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1
1977,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28791,N([C@@H](Cc1ccccc1)C)C,CN[C@H](C)Cc1ccccc1
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28790,N([C@H](Cc1ccccc1)C)C,CN[C@@H](C)Cc1ccccc1
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28793,O=C([C@H](N)C)c1ccccc1,C[C@@H](N)C(=O)c1ccccc1
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28792,O=C([C@@H](N)C)c1ccccc1,C[C@H](N)C(=O)c1ccccc1
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28795,O=C1N(C)C(=O)c2n(CCNC(Cc3ccccc3)C)cnc2N1C,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28794,N([C@H](Cc1ccccc1)C)CC,CCN[C@@H](C)Cc1ccccc1
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28797,FC(F)(F)c1cc(C[C@@H](NCC)C)ccc1,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
1984,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28796,NC=1O[C@H]([C@@H](C)N=1)c1ccccc1,C[C@H]1N=C(N)O[C@H]1c1ccccc1
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4437,O=C(OCC=C)C,C=CCOC(C)=O
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1156,Cl/C(/C(=O)N(CC)CC)=C(/OP(=O)(OC)OC)\C,CCN(CC)C(=O)/C(Cl)=C(/C)OP(=O)(OC)OC
1987,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,TOX1152,Oc1ccc(-c2ccccc2)cc1,Oc1ccc(-c2ccccc2)cc1
1989,0.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,TOX1150,[Hg](OC(=O)C)c1ccccc1,CC(=O)O[Hg]c1ccccc1
1990,0.0,1.0,,,,1.0,,,1.0,1.0,1.0,,TOX1409,[Sn](O)(c1ccccc1)(c1ccccc1)c1ccccc1,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24511,O=C(OCCC)CCCCC(=O)OCCC,CCCOC(=O)CCCCC(=O)OCCC
1992,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1159,O=C1OC(=O)c2c1cccc2,O=C1OC(=O)c2ccccc21
1993,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX1158,O=C(N)c1c(C(=O)N)cccc1,NC(=O)c1ccccc1C(N)=O
1994,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2174,S=P(OCC)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1
1995,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2170,Clc1c(C(=O)N)c(Cl)ccc1,NC(=O)c1c(Cl)cccc1Cl
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2171,NCCCCCCCCCC,CCCCCCCCCCN
1997,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX2172,O=C(Oc1cc(C)c(N(C)C)cc1)NC,CNC(=O)Oc1ccc(N(C)C)c(C)c1
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,TOX2179,Clc1c(Cl)c(Cl)nc(Cl)c1Cl,Clc1nc(Cl)c(Cl)c(Cl)c1Cl
1999,0.0,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,TOX24514,O=C(OCCCCCC)c1ccc(O)cc1,CCCCCCOC(=O)c1ccc(O)cc1
2000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3378,O[C@@H](CN)c1cc(O)c(O)cc1,NC[C@H](O)c1ccc(O)c(O)c1
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24748,O=C(c1ccccc1)C1(O)CCCCC1,O=C(c1ccccc1)C1(O)CCCCC1
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24746,O=C(OC(C)C)c1ccccc1,CC(C)OC(=O)c1ccccc1
2003,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24747,S=P(NCCCC)(N)N,CCCCNP(N)(N)=S
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25790,Nc1c2c(C(c3ccccc3)CN(C)C2)ccc1,CN1Cc2c(N)cccc2C(c2ccccc2)C1
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3376,S(CCN/C(/NC)=C\[N+](=O)[O-])Cc1nc(CN(C)C)sc1,CN/C(=C/[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17696,N(=C/NC)\c1c(C)cc(C)cc1,CN/C=N/c1ccc(C)cc1C
2007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX3370,O=[N+]([O-])c1cc(C2C(C(=O)OC(C)C)=C(C)NC(C)=C2C(=O)OCCOC)ccc1,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24740,O=C(OC(C)C)CCC(=O)OC(C)C,CC(C)OC(=O)CCC(=O)OC(C)C
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3372,O=[N+]([O-])c1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
2010,,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,TOX23915,O=C(O[C@@]1(C(=O)C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CCCCC,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX18855,ClCc1c(Cl)cccc1F,Fc1cccc(Cl)c1CCl
2012,,,,,,,,0.0,,0.0,,,TOX23913,O=C(OC)N/N=C/C=1N([O-])c2c([N+](=O)C=1)cccc2,COC(=O)N/N=C/c1c[n+](=O)c2ccccc2n1[O-]
2013,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX18857,S(C)c1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX23919,O[C@@H]([C@@H](O)CO)CO,OC[C@H](O)[C@H](O)CO
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX12180,Clc1c(Cl)cc(c(Cl)c1)-c1c(Cl)cc(Cl)c(Cl)c1,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl
2016,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,TOX365,O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX366,ClC=1C=2[C@](C)([C@@H]3[C@H](C(=O)C=2)C3)[C@@H]2[C@H]([C@H]3[C@@](C)([C@@](OC(=O)C)(C(=O)C)CC3)CC2)C=1,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
2018,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX367,SC[C@H](N)C(=O)O,N[C@@H](CS)C(=O)O
2019,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,TOX360,S(NC1CCCCC1)c1sc2c(n1)cccc2,c1ccc2sc(SNC3CCCCC3)nc2c1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3996,NC1CCCCC1,NC1CCCCC1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX363,O/N=C/1\CCCC\1,ON=C1CCCC1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX369,O=C(N)c1c(N=NN(C)C)nc[nH]1,CN(C)N=Nc1nc[nH]c1C(N)=O
2024,,,,,,,,0.0,,0.0,,,TOX21217,ClC(Cl)(Cl)C(O)(C)C,CC(C)(O)C(Cl)(Cl)Cl
2025,,,,,,,,0.0,,0.0,,,TOX31546,ClCCN1C(=O)Nc2c(C1=O)cccc2,O=c1[nH]c2ccccc2c(=O)n1CCCl
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21210,C(C)(C)C1=CCC(C)=CC1,CC1=CCC(C(C)C)=CC1
2027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24810,OC(CCCC(CC)C)(C)C,CCC(C)CCCC(C)(C)O
2030,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,,TOX24817,OC1CC(C2C3C(C)C(C)(C)C(C2)C3)CCC1,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C
2031,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX26630,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](NC(=O)c3c(O)cc(C)nc3)c3ccc(O)cc3)[C@H]2SC1)c1n(C)nnn1,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
2032,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX26631,O=C(C(CN1CCN(CC(OCC)c2ccccc2)CC1)C)c1ccccc1,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1
2033,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24226,S(=O)(=O)(N)c1ccc(-c2c(C)onc2-c2ccccc2)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
2034,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX26633,S(SCCC)/C(=C(/N(C=O)Cc1c(N)nc(C)nc1)\C)/CCO,CCCSS/C(CCO)=C(\C)N(C=O)Cc1cnc(C)nc1N
2035,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,TOX26634,O=C(O)CCC(=O)c1c(OCC)cc(OCC)c(OCC)c1,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26188,P(=O)(CC(=O)NN)(c1ccccc1)c1ccccc1,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1
2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26189,O=C(NC(CNC(=O)c1cnccc1)C)c1cnccc1,CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1
2038,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26186,Fc1ccc(C(=O)CCCN2CC3N(CC2)CCC3)cc1,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1
2039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26187,OC(c1ccccc1)(c1ccccc1)C1C2CCN(C1)CC2,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2
2040,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26185,O=C(O)c1c(OC)c(OC)ccc1/C=N\NC(=O)c1ccncc1,COc1ccc(/C=N\NC(=O)c2ccncc2)c(C(=O)O)c1OC
2041,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX26182,O(CCN(CC)CC)c1cc2sc(N(C)C)nc2cc1,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
2042,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,TOX26183,Clc1cc2N(C(=O)CCN(CC)CC)c3c(Sc2cc1)cccc3,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21
2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX26180,FC(F)(F)c1cc2N(C(=O)CCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26181,O=C(CCc1ccccc1)c1c(OCCN(CC)CC)cccc1,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
2045,0.0,1.0,0.0,0.0,,1.0,,,1.0,1.0,0.0,1.0,TOX27325,Fc1ccc(/C=C/C(=O)NC2CCC(CCN3CCc4c(ccc(-c5nc(C)on5)c4)CC3)CC2)cc1,Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1
2046,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX27324,Fc1ccc(-c2c(n(C(CO)CO)cn2)-c2nc(Oc3ccccc3)ncc2)cc1,OCC(CO)n1cnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1
2047,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX27327,Fc1cc([C@@H]2[C@@H](CN3CCC(c4n(CC)nc(Cc5ccccc5)c4)CC3)C[C@H](N([C@@H](C(=O)O)C(C)C)C)C2)ccc1,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1
2048,0.0,,,,,0.0,,,,,1.0,,TOX27320,O=C(N1c2c(cc3OCC4(c3c2)CCN(CC)CC4)CC1)c1ccc(-c2c(C)cc(-c3oc(C)nn3)cc2)cc1,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3
2049,0.0,0.0,0.0,,,0.0,,1.0,,0.0,1.0,0.0,TOX27322,FC(F)(F)c1c(C)cc2c(N(C(=O)Nc3cnc(Oc4c(C)nccc4)cc3)CC2)c1,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
2050,0.0,0.0,0.0,,,0.0,,1.0,,,,,TOX27328,FC(F)(F)C(F)(F)COc1c(-c2cc(-c3[nH]nc(C(=O)N)n3)ccc2)cc(F)cc1,NC(=O)c1n[nH]c(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n1
2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX20676,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
2052,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20674,F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@]5(C(=O)CO)OC(C)(C)O[C@@H]5C[C@H]4[C@@H]3C1)C=CC(=O)C=2,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
2053,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,TOX20675,S(=O)(=O)(NC(=O)NC1CCC(C)CC1)c1ccc(CCNC(=O)N2C(=O)C(CC)=C(C)C2)cc1,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O
2054,0.0,1.0,1.0,,1.0,,0.0,,1.0,,1.0,1.0,TOX20672,S(c1cc2nc(NC(=O)OC)[nH]c2cc1)c1ccccc1,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
2055,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,TOX20678,O(C)C=1C(=O)C(CCCCCCCCCCO)=C(C)C(=O)C=1OC,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
2056,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,TOX20679,O(C(C)C)c1cc2OC=C(c3ccccc3)C(=O)c2cc1,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
2057,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,TOX26454,O(CCOc1c(OCCOC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26455,O([C@@H]1[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]2(C)OC(=O)N(CCCCn3cc(-c4cnccc4)nc3)[C@@H]2[C@@H](C)C(=O)[C@H](C)C[C@]1(OC)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
2059,0.0,,0.0,,0.0,0.0,,1.0,,0.0,1.0,0.0,TOX26456,O=C(N[C@H](C[C@H](O)[C@@H](NC(=O)COc1c(C)cccc1C)Cc1ccccc1)Cc1ccccc1)[C@H](C(C)C)N1C(=O)NCCC1,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26457,Clc1cc(c(-c2cnc(C)cc2)nc1)-c1ccc(S(=O)(=O)C)cc1,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
2061,0.0,,1.0,,,0.0,,0.0,1.0,0.0,1.0,,TOX26450,Clc1cc2nc(/C=C/c3cc([C@H](SCC4(CC(=O)O)CC4)CCc4c(C(O)(C)C)cccc4)ccc3)ccc2cc1,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26451,FC=1C(NC(=O)OCCCCC)=NC(=O)N([C@H]2[C@H](O)[C@H](O)[C@@H](C)O2)C=1,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
