,CMPD_CHEMBLID,exp,smiles,cano_smiles
690,CHEMBL1778653,2.77,S(=O)(=O)(CC)c1cc(C)c(-c2c(OCC(=O)N)ccc(C(F)(F)F)c2)cc1,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(N)=O)c(C)c1
691,CHEMBL396043,4.369999900000001,S(Cc1c(F)c(F)ccc1)c1nc(N[C@@H](CO)C)c2sc(NC3CC3)nc2n1,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12
692,CHEMBL331019,3.5999999,S(CC(=O)Nc1ccc(C(=O)c2ccccc2)cc1)c1ccncc1,O=C(CSc1ccncc1)Nc1ccc(C(=O)c2ccccc2)cc1
693,CHEMBL203854,3.24,O=[N+]([O-])c1ccc(C=2C(=O)c3c(O)cc(O)cc3OC=2)cc1,O=c1c(-c2ccc([N+](=O)[O-])cc2)coc2cc(O)cc(O)c12
694,CHEMBL380673,3.46,FC(F)(F)c1c(Cc2c(C(=O)N3CCC3)c3C(=O)N(C)C(=O)N(CC(C)C)c3s2)cccc1,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21
695,CHEMBL2107486,2.0999999,S(C=1[C@H](C)[C@@H]2[C@@H]([C@H](O)C)C(=O)N2C=1C(=O)OCOC(=O)C(C)(C)C)C1CN(C=2SCCN=2)C1,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12
696,CHEMBL2087625,4.2600002,Clc1cc2c(Cn3c(-c4c(C)oc(C#N)c4)c4C(=O)N(C)C(=O)N(CC5CC5)c4n3)ccnc2cc1,Cc1oc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12
697,CHEMBL216749,2.7,Clc1c(NC(=O)Nc2ncnc3c2cc(OC)c(OCC2CCN(C)CC2)c3)c(Cl)ccc1,COc1cc2c(NC(=O)Nc3c(Cl)cccc3Cl)ncnc2cc1OCC1CCN(C)CC1
698,CHEMBL1917450,-0.82999998,Clc1ccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3c2c(NS(=O)(=O)C)ccc3)cc1,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
699,CHEMBL2151319,2.74,Fc1cnc([C@@H](Nc2nc3n(-c4n[nH]c(C5CC5)c4)cnc3cc2)C)nc1,C[C@H](Nc1ccc2ncn(-c3cc(C4CC4)[nH]n3)c2n1)c1ncc(F)cn1
700,CHEMBL1778633,-0.58999997,S(=O)(=O)(N(C)c1cc(C)c(-c2c(OCC(=O)O)ccc(C(F)(F)F)c2)cc1)C,Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O
701,CHEMBL33899,3.8900001000000004,O=C(O)/C=C/c1ccc(/C(=C(/CC)\c2ccccc2)/c2ccccc2)cc1,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1
702,CHEMBL1950860,2.8499999,FC(F)(F)c1ccc(CCN2C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC)C)C(C)(C)C)CCC2)cc1,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C(F)(F)F)cc2)C1)C(C)(C)C
703,CHEMBL101,0.44999999,O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccccc1,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
704,CHEMBL1312533,2.79,Clc1c(C(F)(F)F)cc(NC(=O)N2C3CC(NC(=O)C)CC2CCC3)cc1,CC(=O)NC1CC2CCCC(C1)N2C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
705,CHEMBL1951032,2.4000001,S(=O)(=O)(C)c1nc(C)c(Nc2c(OC)c(OC3CCN(C(=O)OC(C)C)CC3)ncn2)cc1,COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1
706,CHEMBL1077458,2.9100001,O=C(Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2)cc1)C,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
707,CHEMBL2314198,2.75,O=C(O)c1c(CCCOc2c3c(ccc2)cccc3)c2c([nH]1)cccc2,O=C(O)c1[nH]c2ccccc2c1CCCOc1cccc2ccccc12
708,CHEMBL1689128,1.21,Clc1cc(CN2C[C@H](C)N(C(=O)Cc3ccc(Cl)cc3)CC2)c(OCC(=O)O)cc1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1
709,CHEMBL1720347,1.52,OC1=C(Cc2ccccc2)C(C)=Nc2n1nc(-c1cnccc1)n2,Cc1nc2nc(-c3cccnc3)nn2c(O)c1Cc1ccccc1
710,CHEMBL1650732,1.91,Fc1cnc([C@@H](Nc2nc(Nc3n[nH]c(C)c3)cc(N3CCOCC3)n2)C)nc1,Cc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1
711,CHEMBL213294,2.9400001000000002,S(CC(=O)Nc1ccc(OC)cc1)c1n(c(C)nn1)-c1ccc(C)cc1,COc1ccc(NC(=O)CSc2nnc(C)n2-c2ccc(C)cc2)cc1
712,CHEMBL1715893,-1.4,OCC1CC(CN)CC(C)C1,CC1CC(CN)CC(CO)C1
713,CHEMBL1486187,2.0599998999999998,FC(F)(F)c1n2N=C(NCc3cnccc3)C=Cc2nn1,FC(F)(F)c1nnc2ccc(NCc3cccnc3)nn12
714,CHEMBL1683036,2.3599999,Fc1c(Nc2c(C(=O)N)nnc3c2cc(N2CCN(C)CC2)c(OC)c3)ccc(C)c1,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1
715,CHEMBL2216902,2.9000001,O=S1(=O)CCC(N2CC(Oc3n(C)c4nc(-n5c(C(C)C)nc6c5cccc6)nc(N5CCOCC5)c4n3)C2)CC1,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1
716,CHEMBL61946,2.3,O=C(OCCN(CC)CC)C1(c2ccccc2)CCCC1,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1
717,CHEMBL1907194,1.38,OC1(c2ccccc2)c2c(cccc2)CCNC1,OC1(c2ccccc2)CNCCc2ccccc21
718,CHEMBL126,0.67000002,Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@@H](CNC(=O)C)C2)c1,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
719,CHEMBL2086689,3.4000001,Fc1cnc(N2C[C@@H](C)N(c3ncc(OCc4c(C#N)cncc4)cn3)CC2)nc1,C[C@@H]1CN(c2ncc(F)cn2)CCN1c1ncc(OCc2ccncc2C#N)cn1
720,CHEMBL425300,2.9000001,O=C(Nc1sc(C)cn1)Cc1ccccc1,Cc1cnc(NC(=O)Cc2ccccc2)s1
721,CHEMBL301359,1.0,n1c2c(cnc1)cccc2,c1ccc2ncncc2c1
722,CHEMBL2325701,2.8,S(=O)(=O)(Cc1nc(-c2c3[nH]ccc3ccc2)nc(N2CCOCC2)c1)C,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc3cc[nH]c23)n1
723,CHEMBL2059909,1.41,S(=O)(=O)(NC(C)(C)C)c1cc(C2=Cn3nc(N)nc3C=C2)cnc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1
724,CHEMBL1807817,2.54,S(CCNC[C@H](O)c1c2SC(=O)Nc2c(O)cc1)CCCOCCc1ccccc1,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCOCCc3ccccc3)c2s1
725,CHEMBL1064,3.7,O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@H]3OC(=O)C[C@H](O)C3)[C@@H](C)C=CC2=C[C@H](C)C1)C(CC)(C)C,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
726,CHEMBL1689129,1.1,Clc1c(CC(=O)N2[C@@H](C)CN(Cc3c(OCC(=O)O)ccc(Cl)c3)CC2)cccc1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl
727,CHEMBL254370,2.1400001,O=C(N(C)C)c1c(O)c(NC=2C(=O)C(=O)C=2N[C@H](CC)c2ccccc2)ccc1,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccc1
728,CHEMBL1223457,3.1800001,O=C1N2c3c(C(C)=CC2=NN1)ccc(-c1c(CO)cccc1)c3,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccccc3CO)ccc12
729,CHEMBL184721,3.2,O=C(Nc1cc(NC(=O)c2ccc(OCc3ncccc3)cc2)c(C)cc1)c1cc(N2CCOCC2)ccc1,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
730,CHEMBL354788,1.2,Fc1c2C(N)=NC(c3occc3)Nc2c(F)cc1,NC1=NC(c2ccco2)Nc2c(F)ccc(F)c21
731,CHEMBL561368,3.5699998999999996,Clc1c(N2CCC(N3C(=O)OCc4c3cccc4)CC2)ncc(C(=O)NC(C)C)c1,CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1
732,CHEMBL1464,0.86000001,O=C(CC(c1ccccc1)C=1C(=O)Oc2c(C=1O)cccc2)C,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
733,CHEMBL173809,3.5999999,N#CC(C(C)C)(CCCN(CCc1ccccc1)C)c1ccccc1,CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1
734,CHEMBL326642,2.6800001,S(=O)(=O)(CCNCCc1c2sc(O)nc2c(O)cc1)CCCOCCSc1ccccc1,O=S(=O)(CCCOCCSc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12
735,CHEMBL389791,2.8299999,S(Cc1c(F)c(F)ccc1)c1nc(N[C@@H]([C@H](O)C)CO)c2sc(N)nc2n1,C[C@@H](O)[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
736,CHEMBL51,2.9000001,Fc1ccc(C(=O)C2CCN(CCN3C(=O)Nc4c(C3=O)cccc4)CC2)cc1,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
737,CHEMBL1796296,2.48,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#CC3(O)C4CCN(C3)CC4)cc2)cc1,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1
738,CHEMBL2163349,1.5,S(=O)(=O)(C)c1cc2[nH]c3c(c2cc1)CN(C(=O)[C@H]1[C@H](C(=O)NC2(C#N)CC2)CCCC1)CC3,CS(=O)(=O)c1ccc2c3c([nH]c2c1)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3
739,CHEMBL2335911,3.45,O=C(N[C@H](C)c1ccc(Nc2nc3c(cc(c(C)c3)-c3ccncc3)cn2)cc1)C,CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)c(C)cc3n2)cc1
740,CHEMBL2179272,0.22,Clc1cc(Oc2c(C(=O)O)ccc([C@H](CC)N3C[C@@H](N4C(=O)NC(=O)C(C)=C4)CCC3)c2)ccc1,CC[C@@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1
741,CHEMBL186422,1.3200001000000001,O=C1Nc2c(cccc2)C=C1,O=c1ccc2ccccc2[nH]1
742,CHEMBL452274,0.97000003,O=C(Nc1c(C(=O)N)cc(-c2ccc(CN(CCO)C)cc2)s1)N,CN(CCO)Cc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1
743,CHEMBL1700458,1.17,O(C)c1c(OC)ccc(/C=C/2\C(=O)NC(=O)S\2)c1,COc1ccc(/C=C2/SC(=O)NC2=O)cc1OC
744,CHEMBL2158828,2.0,Clc1c(Cl)ccc(OC2CCN(CC3CCN(c4c(OCC(=O)O)cccc4)CC3)CC2)c1,O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
745,CHEMBL1978713,3.8499999,O=C(NCc1ccc(OC)cc1)c1c(N)c2c(C)cc(C)nc2s1,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1
746,CHEMBL424378,1.9,O=C(O)c1c(C(=O)Nc2cc(COc3c(CCC)c(O)c(C(=O)C)cc3)ccc2)cccc1,CCCc1c(OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)ccc(C(C)=O)c1O
747,CHEMBL2207672,2.8299999,Clc1c(C)c(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)C=2c3c(C(=O)NC=2)cc(S(=O)(=O)C)cc3)CC1,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl
748,CHEMBL1576727,2.9200001,Fc1ccc(C(=O)N2CCC(C(=O)c3ccc(OC)cc3)CC2)cc1,COc1ccc(C(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1
749,CHEMBL2177390,1.3,Clc1ccc([C@H](C(=O)N2CCN(c3ncnc4[C@H](O)C[C@@H](C)c34)CC2)CNC(C)C)cc1,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1
750,CHEMBL2179666,-0.50999999,Brc1cc(Oc2c(C(=O)O)ccc(CN3C[C@@H](N4C(=O)NC(=O)C(C)=C4)CCC3)c2)ccc1,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O
751,CHEMBL22033,1.8,S(=O)(=O)(NC(=O)c1cc(OC)c(Cn2ncc3c2cc(NC(=O)OC2CCCC2)cc3)cc1)c1ccccc1,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)OC3CCCC3)cc21
752,CHEMBL2207285,3.6700001,Clc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C=3c4c(C(=O)NC=3)cc(S(=O)(=O)NC3CC3)cc4)CC2)c1,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12
753,CHEMBL2031227,2.73,O=C(Nc1cc(N2C(=O)c3c(N=C2)ccc(N2CCN(C)CC2)c3)c(C)cc1)c1ccc(C#N)cc1,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
754,CHEMBL2164685,3.2,Fc1c2c([nH]c3c2CN(C(=O)[C@H]2[C@H](C(=O)NC4(C#N)CC4)CCCC2)CC3)ccc1,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4cccc(F)c4c3C2)CC1
755,CHEMBL1624529,0.30000001,Fc1c(N2c3nc(N4CC5C(N)C5C4)c(F)cc3C(=O)C(C(=O)O)=C2)ccc(F)c1,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12
756,CHEMBL1399152,2.5799999,O=[N+]([O-])c1cc2nc3n(c2cc1)CCCCC3,O=[N+]([O-])c1ccc2c(c1)nc1n2CCCCC1
757,CHEMBL1824030,0.51999998,O=C1N(CCN2CCC(NCc3nc4NC(=O)COc4cc3)CC2)c2c(OC1)ccc(O)c2,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(O)cc54)CC3)nc2N1
758,CHEMBL2177608,1.11,O=C(O)c1ccc(-n2c(c(C(=O)NC3C4CC5CC3CC(C4)C5)cn2)C2(C)CC2)cc1,CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1
759,CHEMBL250516,2.46,O(C)c1cc2nc(N[C@@H]3C[C@@H](NCc4cscc4)CCC3)cc(C)c2cc1,COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)nc2c1
760,CHEMBL2321993,0.12,OCC[C@@]1(c2oc3c(c2)cccc3)CNCCC1,OCC[C@]1(c2cc3ccccc3o2)CCCNC1
761,CHEMBL44227,3.6500001,Oc1cc2sc(-c3ccc(O)cc3)nc2cc1,Oc1ccc(-c2nc3ccc(O)cc3s2)cc1
762,CHEMBL1682967,2.75,[SH0](=O)(C)c1c(-c2ccccc2)nc2c(c1C(=O)N[C@@H](CC)c1ccccc1)ccc(CN(C)C)c2,CC[C@H](NC(=O)c1c(S(C)=O)c(-c2ccccc2)nc2cc(CN(C)C)ccc12)c1ccccc1
763,CHEMBL1645501,1.41,O=C(C)c1cc2C(=O)C=C(c3cnccc3)Nc2cc1,CC(=O)c1ccc2[nH]c(-c3cccnc3)cc(=O)c2c1
764,CHEMBL2171024,1.23,Clc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cc(C(=O)O)ccc4)CC3)CC2)c1,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
765,CHEMBL1917426,1.84,Clc1ccc(Sc2c(C)n(CC(=O)O)c3c2cc(F)cc3)cc1,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O
766,CHEMBL250124,3.6099998999999996,FC(F)(F)Oc1cc(CN[C@@H]2C[C@@H](Nc3nc4c(c(C)c3)ccc(OC)c4)CCC2)ccc1,COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)nc2c1
767,CHEMBL1198335,3.9000001,O(C)c1cc(Nc2nc(NCC3OCCC3)c3c(n2)cccc3)ccc1,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1
768,CHEMBL1683033,1.99,Clc1c(F)c(Nc2c(C(=O)N)nnc3c2cc(N2CCN(C)CC2)c(OCC)c3)ccc1,CCOc1cc2nnc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1
769,CHEMBL2325991,1.8,O=C(NC(C)c1cc(OC)c(OC)cc1)C1(N)CCN(c2ncnc3[nH]ccc23)CC1,COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC
770,CHEMBL454616,2.8,S(=O)(=O)(N(C)c1cc(C(=O)Nc2cc(NC(=O)c3cc4c(nccc4)cc3)c(C)cc2)ccc1)C,Cc1ccc(NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)cc1NC(=O)c1ccc2ncccc2c1
771,CHEMBL2326523,2.8800001,Clc1cc2N=C([C@@H](N(C(=O)c3ccc(C)cc3)CCCN)C(C)C)N(Cc3ccccc3)C(=O)c2cc1,Cc1ccc(C(=O)N(CCCN)[C@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1
772,CHEMBL226906,1.15,Clc1cc2NC=3C(=O)NN(Cc4c(C)ccs4)C(=O)C=3C(=O)c2cc1,Cc1ccsc1Cn1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O
773,CHEMBL2346974,3.2,FC(F)(F)c1n2N=C(N3CCC(c4ccc(OCCN5CCN(C(=O)C)CC5)cc4)CC3)C=Cc2nn1,CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1
774,CHEMBL1212988,2.53,O=C(NC1CC1)c1c(N)c2c(C)cc(C)nc2s1,Cc1cc(C)c2c(N)c(C(=O)NC3CC3)sc2n1
775,CHEMBL393714,2.6099999,O=C1N(C)C(c2ccncc2)=Cc2onc(-c3ccccc3)c12,Cn1c(-c2ccncc2)cc2onc(-c3ccccc3)c2c1=O
776,CHEMBL404108,1.02,Clc1c(Nc2c(CC(=O)O)cc(C)cc2)c(F)ccc1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
777,CHEMBL51781,2.72,O=C(OC)CCC(=O)Nc1cc-2c(C(=O)C(=O)c3c-2cccc3)cc1,COC(=O)CCC(=O)Nc1ccc2c(c1)-c1ccccc1C(=O)C2=O
778,CHEMBL1287891,0.76999998,O=C(N)c1c2sc(-c3ccncc3)cc2c(N[C@@H]2CNCCC2)nc1,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12
779,CHEMBL1779045,2.24,Fc1c(F)cc(CN(C(=O)O[C@@H]2C3CCN(C2)CC3)c2cc(C)ccc2)c(F)c1,Cc1cccc(N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]2CN3CCC2CC3)c1
780,CHEMBL1887445,3.2,O=C(CCC)N1CCN(c2nnc(-c3ccccc3)c3c2cccc3)CC1,CCCC(=O)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1
781,CHEMBL514201,3.5999999,Clc1c(C(=O)N2[C@H](C)CN(Cc3ccc(F)cc3)[C@@H](C)C2)cc2c(C(=O)C(=O)N(C)C)cn(C)c2c1,C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1
782,CHEMBL1824041,0.23,O=C1N(CCN2CCC(NCc3nc4NC(=O)COc4cc3)CC2)c2c(OC1)ccc(C#N)c2,N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2
783,CHEMBL259515,1.13,O=C(NC=1SN(C)C(=O)N=1)c1ccccc1,Cn1sc(NC(=O)c2ccccc2)nc1=O
784,CHEMBL1922267,2.8699999,FC(F)(F)c1cc2c([nH]c3c2[C@@H](C)[C@H]2[C@H](C3)CCN(CCN3CCOCC3)C2)cc1,C[C@@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@@H]2CCN(CCN3CCOCC3)C[C@H]21
785,CHEMBL500,-0.12,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,CC(C)NCC(O)COc1cccc2[nH]ccc12
786,CHEMBL1650725,1.75,Fc1cnc([C@@H](Nc2nc(Nc3n[nH]c(C)c3)c(C)cn2)C)nc1,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2C)n[nH]1
787,CHEMBL2335883,1.4,N(CCNCc1ccc(Nc2nc3c(cc(-c4ccncc4)cc3)cn2)cc1)(C)C,CN(C)CCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1
788,CHEMBL91863,2.8499999,N(c1ncnc2c1cccc2)c1c(C)cccc1,Cc1ccccc1Nc1ncnc2ccccc12
789,CHEMBL593300,3.1099999,C(N1CCN(c2ccccc2)CC1)c1n(C)c2c(n1)cccc2,Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21
790,CHEMBL205465,4.0700002,FC(F)(F)c1c(Cc2c(C(=O)N3CCCCC3)c3C(=O)N(C)C(=O)N(CC(C)C)c3s2)cccc1,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21
791,CHEMBL472618,2.5899999,N#Cc1nc(NC2CCCC2)c(N)c(N2CCOCC2)n1,N#Cc1nc(NC2CCCC2)c(N)c(N2CCOCC2)n1
792,CHEMBL1454,0.81,[C@@H]1(c2ccccc2)N=C2SCCN2C1,c1ccc([C@H]2CN3CCSC3=N2)cc1
793,CHEMBL1089224,3.76,O=C(OC)Cc1cc(CN2C(=O)Nc3c(N)nc(OCCCC)nc23)ccc1,CCCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1
794,CHEMBL2086656,3.9000001,S(=O)(=O)(C)c1ccc(COc2ccc(N3CCN(C(OC(C)(C)C)=O)CC3)cc2)cc1,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cc2)CC1
795,CHEMBL1809228,4.099999899999999,Clc1c(-c2n3c(nc2)C=CC(N(C)C)=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)C)CC3)cc2)nc1,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccc(N(C)C)cn23)n1
796,CHEMBL2164678,3.0,Fc1cc2c([nH]c3c2CN(C(=O)[C@H]2[C@H](C(=O)NC4(C#N)CC4)CCCC2)CC3)cc1,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)CC1
797,CHEMBL391565,1.72,O=C(Nc1ccc(OC)cc1)c1nc(N)ncc1,COc1ccc(NC(=O)c2ccnc(N)n2)cc1
798,CHEMBL2207654,3.02,Clc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C=3c4c(C(=O)NC=3)cc(S(=O)(=O)N3CCC3)cc4)CC2)c1,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12
799,CHEMBL217354,3.4400001000000002,S(=O)(=O)(c1c(C(C)(C)C)cccc1)c1ccc(NC(=O)c2c(O)c(O)c(O)c(Cc3c(C(C)C)cccc3)c2)cc1,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O
800,CHEMBL325681,2.4100001,O=C(Nc1cc2c(O)cc(-c3cc(OC)ccc3)nc2cc1)C,COc1cccc(-c2cc(O)c3cc(NC(C)=O)ccc3n2)c1
801,CHEMBL2179280,1.6799998999999999,Clc1cc(Oc2c(C(=O)O)ccc([C@@H](CC(CC)CC)N3C[C@@H](N4C(=O)NC(=O)C(C)=C4)CCC3)c2)ccc1,CCC(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1
802,CHEMBL1271394,3.21,S(=O)(=O)(C)c1cc(Nc2nc(N(C)c3c4c([nH]nc4)ccc3)ccn2)ccc1,CN(c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1)c1cccc2[nH]ncc12
803,CHEMBL364069,0.69999999,O=C(N[C@@H]1C2CCN(C1)CC2)c1sc(-c2ncccc2)cc1,O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccn2)s1
804,CHEMBL569720,1.92,Fc1cnc([C@@H](Nc2c(C#N)nc(C)c(Nc3n[nH]c(C)c3)n2)C)nc1,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1
805,CHEMBL495383,3.8299999,Clc1cc2c([nH]c(C(=O)Nc3cc(CCO)ccc3)c2)cc1,O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1
806,CHEMBL1779014,3.76,Fc1cc(OC)c(-c2cc(CNC(=O)c3ccccc3)cnc2)cc1,COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccc2)c1
